Provider Id,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description
170197,1124 WEST 21ST STREET,ANDOVER,KS,67002,KS - Wichita
170198,1818 EAST 23RD AVENUE,HUTCHINSON,KS,67502,KS - Wichita
170200,14800 WEST ST TERESA,WICHITA,KS,67235,KS - Wichita
180001,85 NORTH GRAND AVENUE,FORT THOMAS,KY,41075,KY - Covington
180002,240 HOSPITAL ROAD,WHITESBURG,KY,41858,KY - Lexington
180004,440 HOPKINSVILLE STREET,GREENVILLE,KY,42345,TN - Nashville
180005,5000 KENTUCKY RTE 321,PRESTONSBURG,KY,41653,KY - Lexington
180009,2201 LEXINGTON AVENUE,ASHLAND,KY,41101,WV - Huntington
180010,ONE SAINT JOSEPH DRIVE,LEXINGTON,KY,40504,KY - Lexington
180011,1001 SAINT JOSEPH LANE,LONDON,KY,40741,KY - Lexington
180012,913 NORTH DIXIE AVENUE,ELIZABETHTOWN,KY,42701,KY - Louisville
180013,250 PARK STREET,BOWLING GREEN,KY,42101,TN - Nashville
180016,727 HOSPITAL DRIVE,SHELBYVILLE,KY,40065,KY - Louisville
180017,1301 NORTH RACE STREET,GLASGOW,KY,42141,KY - Louisville
180018,222 MEDICAL CIRCLE,MOREHEAD,KY,40351,KY - Lexington
180019,989 MEDICAL PARK DRIVE,MAYSVILLE,KY,41056,KY - Lexington
180020,3600 WEST CUMBERLAND AVENUE,MIDDLESBORO,KY,40965,TN - Knoxville
180021,850 RIVERVIEW AVENUE,PINEVILLE,KY,40977,TN - Knoxville
180024,320 LORETTO ROAD,LEBANON,KY,40033,KY - Louisville
180025,4305 NEW SHEPHERDSVILLE ROAD,BARDSTOWN,KY,40004,KY - Louisville
180027,803 POPLAR STREET,MURRAY,KY,42071,KY - Paducah
180029,100 MEDICAL CENTER DRIVE,HAZARD,KY,41701,KY - Lexington
180035,401 EAST 20TH STREET,COVINGTON,KY,41014,KY - Covington
180036,1000 SAINT CHRISTOPHER DRIVE,ASHLAND,KY,41101,WV - Huntington
180038,811 EAST PARRISH AVENUE,OWENSBORO,KY,42303,KY - Owensboro
180040,200 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,40202,KY - Louisville
180043,210 MARIE LANGDON DRIVE,MANCHESTER,KY,40962,KY - Lexington
180044,911 BYPASS ROAD,PIKEVILLE,KY,41501,KY - Lexington
180045,4900 HOUSTON ROAD,FLORENCE,KY,41042,KY - Covington
180046,9 LINVILLE DRIVE,PARIS,KY,40361,KY - Lexington
180048,217 SOUTH THIRD STREET,DANVILLE,KY,40422,KY - Lexington
180049,801 EASTERN BYPASS,RICHMOND,KY,40475,KY - Lexington
180050,81 BALL PARK ROAD,HARLAN,KY,40831,KY - Lexington
180051,320 WEST 18TH STREET,HOPKINSVILLE,KY,42240,TN - Nashville
180053,55 FOUNDATION DRIVE,FLEMINGSBURG,KY,41041,KY - Lexington
180056,1305 N ELM ST,HENDERSON,KY,42420,IN - Evansville
180064,225 FALCON DRIVE,MOUNT STERLING,KY,40353,KY - Lexington
180066,1625 NASHVILLE STREET,RUSSELLVILLE,KY,42276,TN - Nashville
180067,HOSPITAL ADMINISTRATION,LEXINGTON,KY,40536,KY - Lexington
180069,260 HOSPITAL DRIVE,SOUTH WILLIAMSO,KY,41503,KY - Lexington
180070,910 WALLACE AVENUE,LEITCHFIELD,KY,42754,KY - Louisville
180078,"625 JAMES S TRIMBLE BOULEVARD, P O BOX 1848",PAINTSVILLE,KY,41240,KY - Lexington
180079,1210 KY HWY 36 E,CYNTHIANA,KY,41031,KY - Lexington
180080,ONE TRILLIUM WAY,CORBIN,KY,40701,KY - Lexington
180087,1700 OLD LEBANON ROAD,CAMPBELLSVILLE,KY,42718,KY - Louisville
180088,200 EAST CHESTNUT STREET,LOUISVILLE,KY,40202,KY - Louisville
180092,1107 WEST LEXINGTON AVENUE,WINCHESTER,KY,40391,KY - Lexington
180093,900 HOSPITAL DRIVE,MADISONVILLE,KY,42431,KY - Paducah
180095,520 WEST GUM STREET,MARION,KY,42064,KY - Paducah
180101,1140 LEXINGTON ROAD,GEORGETOWN,KY,40324,KY - Lexington
180102,1530 LONE OAK ROAD,PADUCAH,KY,42001,KY - Paducah
180103,1740 NICHOLASVILLE ROAD,LEXINGTON,KY,40503,KY - Lexington
180104,2501 KENTUCKY AVENUE,PADUCAH,KY,42003,KY - Paducah
180105,529 CAPP HARLAN ROAD,TOMPKINSVILLE,KY,42167,KY - Louisville
180106,723 BURKESVILLE ROAD,ALBANY,KY,42602,KY - Louisville
180115,"145 NEWCOMB AVENUE, P O BOX 1310",MOUNT VERNON,KY,40456,KY - Lexington
180116,1099 MEDICAL CENTER CIRCLE,MAYFIELD,KY,42066,KY - Paducah
180117,2000 HOLIDAY LANE,FULTON,KY,42041,KY - Paducah
180124,1801 ASHLEY CIRCLE,BOWLING GREEN,KY,42104,TN - Nashville
180127,299 KINGS DAUGHTERS DRIVE,FRANKFORT,KY,40601,KY - Lexington
180128,2485 HIGHWAY 644 PO BOX 769,LOUISA,KY,41230,WV - Huntington
180130,4000 KRESGE WAY,LOUISVILLE,KY,40207,KY - Louisville
180132,"305 LANGDON STREET, P O BOX 620",SOMERSET,KY,42502,KY - Lexington
180138,1025 NEW MOODY LANE,LA GRANGE,KY,40031,KY - Louisville
180139,540 JETT DRIVE,JACKSON,KY,41339,KY - Lexington
180141,530 SOUTH JACKSON STREET,LOUISVILLE,KY,40202,KY - Louisville
180143,150 NORTH EAGLE CREEK DRIVE,LEXINGTON,KY,40509,KY - Lexington
180149,"901 WESTLAKE DRIVE, PO BOX 1269",COLUMBIA,KY,42728,KY - Louisville
190001,433 PLAZA ST,BOGALUSA,LA,70427,LA - Metairie
190002,1214 COOLIDGE AVENUE,LAFAYETTE,LA,70503,LA - Lafayette
190003,600 NORTH LEWIS STREET,NEW IBERIA,LA,70563,LA - Lafayette
190004,602 N ACADIA ROAD,THIBODAUX,LA,70301,LA - Houma
190005,2021 PERDIDO ST  4FLOOR,NEW ORLEANS,LA,70112,LA - New Orleans
190006,2390 WEST CONGRESS,LAFAYETTE,LA,70506,LA - Lafayette
190007,501 KEYSER AVE,NATCHITOCHES,LA,71457,LA - Shreveport
190008,8166 MAIN STREET,HOUMA,LA,70360,LA - Houma
190011,4864 JACKSON STREET,MONROE,LA,71202,LA - Monroe
190013,701 EAST CYPRESS STREET,SULPHUR,LA,70663,LA - Lake Charles
190014,1125 MARGUERITE STREET,MORGAN CITY,LA,70381,LA - Houma
190015,15790 PAUL VEGA MD DRIVE,HAMMOND,LA,70403,LA - Baton Rouge
190017,539 EAST PRUDHOMME STREET,OPELOUSAS,LA,70570,LA - Lafayette
190019,3330 MASONIC DRIVE,ALEXANDRIA,LA,71301,LA - Alexandria
190020,6300 MAIN STREET,ZACHARY,LA,70791,LA - Baton Rouge
190025,801 POINCIANA AVENUE,MAMOU,LA,70554,LA - Lafayette
190026,211 4TH STREET,ALEXANDRIA,LA,71301,LA - Alexandria
190027,524 DR MICHAEL DEBAKEY STREET,LAKE CHARLES,LA,70601,LA - Lake Charles
190034,118 N HOSPITAL DR,ABBEVILLE,LA,70510,LA - Lafayette
190036,1516 JEFFERSON HWY,NEW ORLEANS,LA,70121,LA - New Orleans
190037,5360 WEST CREOLE HIGHWAY,CAMERON,LA,70631,LA - Lake Charles
190039,1101 MEDICAL CENTER BLVD,MARRERO,LA,70072,LA - New Orleans
190040,1001 GAUSE BLVD,SLIDELL,LA,70458,LA - Slidell
190041,ONE ST MARY PLACE,SHREVEPORT,LA,71101,LA - Shreveport
190044,1305 CROWLEY RAYNE HIGHWAY,CROWLEY,LA,70526,LA - Lafayette
190045,1202 S TYLER STREET,COVINGTON,LA,70433,LA - Metairie
190046,1401 FOUCHER STREET,NEW ORLEANS,LA,70115,LA - New Orleans
190050,600 S PINE STREET,DERIDDER,LA,70634,LA - Lake Charles
190053,1634 ELTON ROAD,JENNINGS,LA,70546,LA - Lafayette
190054,2315 E MAIN STREET,NEW IBERIA,LA,70562,LA - Lafayette
190060,1701 OAK PARK BLVD,LAKE CHARLES,LA,70601,LA - Lake Charles
190064,5000 HENNESSY BLVD,BATON ROUGE,LA,70808,LA - Baton Rouge
190065,3600 FLORIDA STREET,BATON ROUGE,LA,70806,LA - Baton Rouge
190079,1057 PAUL MAILLARD ROAD,LULING,LA,70070,LA - New Orleans
190081,522 ROSS STREET,OAK GROVE,LA,71263,LA - Monroe
190086,401 EAST VAUGHN AVENUE,RUSTON,LA,71270,LA - Shreveport
190088,2001 DOCTORS DRIVE,SPRINGHILL,LA,71075,LA - Shreveport
190090,301 W BOUNDARY STREET,WINNFIELD,LA,71483,LA - Shreveport
190098,1541 KINGS HIGHWAY,SHREVEPORT,LA,71130,LA - Shreveport
190099,4231 HIGHWAY 1192,MARKSVILLE,LA,71351,LA - Alexandria
190102,4801 AMBASSADOR CAFFERY PARKWAY,LAFAYETTE,LA,70508,LA - Lafayette
190106,130 N HOSPITAL DR,OAKDALE,LA,71463,LA - Alexandria
190111,2600 GREENWOOD ROAD,SHREVEPORT,LA,71103,LA - Shreveport
190114,620 EAST COLLEGE STREET,HOMER,LA,71040,LA - Shreveport
190116,323 W WALNUT,BASTROP,LA,71220,LA - Monroe
190118,207 JEFFERSON STREET,MANSFIELD,LA,71052,LA - Shreveport
190122,5825 AIRLINE HIGHWAY,BATON ROUGE,LA,70805,LA - Baton Rouge
190125,309 JACKSON STREET,MONROE,LA,71201,LA - Monroe
190133,108 6TH AVENUE,KINDER,LA,70648,LA - Lake Charles
190135,2700 NAPOLEON AVENUE,NEW ORLEANS,LA,70115,LA - New Orleans
190140,2106 LOOP ROAD,WINNSBORO,LA,71295,LA - Monroe
190144,NO 1 MEDICAL PLAZA,MINDEN,LA,71055,LA - Shreveport
190145,187 NINTH ST/HWY 84 WEST,JENA,LA,71342,LA - Alexandria
190146,4200 HOUMA BLVD,METAIRIE,LA,70006,LA - Metairie
190151,254 HIGHWAY 3048,RAYVILLE,LA,71269,LA - Monroe
190160,503 MCMILLAN ROAD,WEST MONROE,LA,71291,LA - Monroe
190161,1000 WALTERS STREET,LAKE CHARLES,LA,70607,LA - Lake Charles
190164,1020 FERTITTA BLVD,LEESVILLE,LA,71446,LA - Alexandria
190167,800 E MAIN,VILLE PLATTE,LA,70586,LA - Lafayette
190175,500 RUE DE SANTE,LAPLACE,LA,70068,LA - Metairie
190176,1415 TULANE AVE,NEW ORLEANS,LA,70112,LA - New Orleans
190177,95 EAST FAIRWAY CENTER DRIVE,COVINGTON,LA,70433,LA - Metairie
190183,1978 INDUSTRIAL BLVD,HOUMA,LA,70363,LA - Houma
190184,7939 U S HWY 165 SOUTH,COLUMBIA,LA,71418,LA - Monroe
190190,411 MAIN STREET,COLUMBIA,LA,71418,LA - Monroe
190201,4200 NELSON ROAD,LAKE CHARLES,LA,70605,LA - Lake Charles
190202,17000 MEDICAL CENTER DR,BATON ROUGE,LA,70816,LA - Baton Rouge
190204,100 MEDICAL CENTER DRIVE,SLIDELL,LA,70461,LA - Slidell
190205,2810 AMBASSADOR CAFFERY PARKWAY,LAFAYETTE,LA,70506,LA - Lafayette
190208,336 NORTH HOOD STREET,LAKE PROVIDENCE,LA,71254,LA - Monroe
190218,240 HIGHLAND DRIVE,MANY,LA,71449,LA - Shreveport
190236,2400 HOSPITAL DR,BOSSIER CITY,LA,71111,LA - Shreveport
190241,218 CORPORATE DRIVE,HOUMA,LA,70360,LA - Houma
190242,1125 WEST HIGHWAY 30,GONZALES,LA,70737,LA - Baton Rouge
190245,2408 BROADMOOR BLVD,MONROE,LA,71201,LA - Monroe
190246,312 GRAMMONT ST SUITE 101,MONROE,LA,71201,LA - Monroe
190250,64030 HIGHWAY 434,LACOMBE,LA,70445,LA - Slidell
190257,1118 FARMERVILLE STREET,RUSTON,LA,71270,LA - Shreveport
190259,1101 KALISTE SALOOM RD,LAFAYETTE,LA,70508,LA - Lafayette
190263,1105 KALISTE SALOOM ROAD,LAFAYETTE,LA,70508,LA - Lafayette
190266,10105 PARK ROW CIRCLE,BATON ROUGE,LA,70810,LA - Baton Rouge
190267,67252 INDUSTRY LANE,COVINGTON,LA,70433,LA - Metairie
190270,1700 W LINDBERG DRIVE,SLIDELL,LA,70458,LA - Slidell
190273,7855 HOWELL PLACE BLVD,BATON ROUGE,LA,70807,LA - Baton Rouge
190274,180 WEST ESPLANADE AVENUE,KENNER,LA,70065,LA - Metairie
190278,1500 LINE AVENUE,SHREVEPORT,LA,71101,LA - Shreveport
190297,815 SOUTH 10TH STREET,LEESVILLE,LA,71446,LA - Alexandria
190298,651 NORTH BOLTON AVE,ALEXANDRIA,LA,71301,LA - Alexandria
190303,42570 SOUTH AIRPORT RD,HAMMOND,LA,70403,LA - Baton Rouge
200001,360 BROADWAY,BANGOR,ME,4401,ME - Bangor
200002,35 MILES STREET,DAMARISCOTTA,ME,4543,ME - Portland
200008,144 STATE STREET,PORTLAND,ME,4101,ME - Portland
200009,22 BRAMHALL ST,PORTLAND,ME,4102,ME - Portland
200018,140 ACADEMY ST - PO BOX 151,PRESQUE ISLE,ME,4769,ME - Bangor
200019,1 MEDICAL CENTER DRIVE,BIDDEFORD,ME,4005,ME - Portland
200020,15 HOSPITAL DR,YORK,ME,3909,ME - Portland
200021,123 MEDICAL CENTER DRIVE,BRUNSWICK,ME,4011,ME - Portland
200024,300 MAIN STREET,LEWISTON,ME,4240,ME - Portland
200025,329 MAIN ST,BRUNSWICK,ME,4011,ME - Portland
200031,"163 VAN BUREN RD, SUITE 1",CARIBOU,ME,4736,ME - Bangor
200032,181 MAIN STREET,NORWAY,ME,4268,ME - Portland
200033,"489 STATE ST, PO BOX 404",BANGOR,ME,4401,ME - Bangor
200034,CAMPUS AVENUE - PO BOX 291,LEWISTON,ME,4240,ME - Portland
200037,111 FRANKLIN HEALTH COMMONS,FARMINGTON,ME,4938,ME - Portland
200039,6 E CHESTNUT ST,AUGUSTA,ME,4330,ME - Portland
200040,25 JUNE ST,SANFORD,ME,4073,ME - Portland
200041,200 KENNEDY MEMORIAL DRIVE,WATERVILLE,ME,4901,ME - Portland
200050,50 UNION ST,ELLSWORTH,ME,4605,ME - Bangor
200052,194 E MAIN STREET,FORT KENT,ME,4743,ME - Bangor
200063,6 GLEN COVE DRIVE,ROCKPORT,ME,4856,ME - Portland
210001,11116 MEDICAL CAMPUS ROAD,HAGERSTOWN,MD,21742,DC - Washington
210002,22 S GREENE ST,BALTIMORE,MD,21201,MD - Baltimore
210003,3001 HOSPITAL DRIVE,CHEVERLY,MD,20785,MD - Takoma Park
210004,1500 FOREST GLEN ROAD,SILVER SPRING,MD,20910,MD - Takoma Park
210005,400 WEST SEVENTH ST,FREDERICK,MD,21701,DC - Washington
210006,501 S UNION AVE,HAVRE DE GRACE,MD,21078,MD - Baltimore
210007,7601 OSLER DRIVE,TOWSON,MD,21204,MD - Baltimore
210008,301 ST PAUL PLACE,BALTIMORE,MD,21202,MD - Baltimore
210009,600 NORTH  WOLFE STREET,BALTIMORE,MD,21287,MD - Baltimore
210011,WILKENS & CATON AVENUES,BALTIMORE,MD,21229,MD - Baltimore
210012,2401 WEST BELVEDERE AVE,BALTIMORE,MD,21215,MD - Baltimore
210013,2000 W BALTIMORE STREET,BALTIMORE,MD,21223,MD - Baltimore
210015,9000 FRANKLIN SQUARE DR,BALTIMORE,MD,21237,MD - Baltimore
210016,7600 CARROLL AVE,TAKOMA PARK,MD,20912,MD - Takoma Park
210017,251 N FOURTH ST,OAKLAND,MD,21550,WV - Morgantown
210018,18101 PRINCE PHILIP DRIVE,OLNEY,MD,20832,MD - Takoma Park
210019,100 E CARROLL AVE,SALISBURY,MD,21801,MD - Salisbury
210022,8600 OLD GEORGETOWN RD,BETHESDA,MD,20814,DC - Washington
210023,2001 MEDICAL PARKWAY,ANNAPOLIS,MD,21401,DC - Washington
210024,201 E UNIVERSITY PKY,BALTIMORE,MD,21218,MD - Baltimore
210027,12500 WILLOWBROOK ROAD,CUMBERLAND,MD,21502,DC - Washington
210028,PO BOX 527,LEONARDTOWN,MD,20650,DC - Washington
210029,4940 EASTERN AVENUE,BALTIMORE,MD,21224,MD - Baltimore
210030,100 BROWN ST,CHESTERTOWN,MD,21620,MD - Baltimore
210032,106 BOW STREET,ELKTON,MD,21921,DE - Wilmington
210033,200 MEMORIAL AVE,WESTMINSTER,MD,21157,MD - Baltimore
210034,3001 S HANOVER STREET,BALTIMORE,MD,21225,MD - Baltimore
210035,5 GARRETT AVENUE,LA PLATA,MD,20646,DC - Washington
210037,219 S WASHINGTON ST,EASTON,MD,21601,MD - Baltimore
210038,827 LINDEN AVE,BALTIMORE,MD,21201,MD - Baltimore
210039,100 HOSPITAL ROAD,PRINCE FREDERIC,MD,20678,DC - Washington
210040,5401 OLD COURT RD,RANDALLSTOWN,MD,21133,MD - Baltimore
210043,301 HOSPITAL DR,GLEN BURNIE,MD,21061,MD - Baltimore
210044,6701 NORTH  CHARLES STREET,BALTIMORE,MD,21204,MD - Baltimore
210045,201 HALL HIGHWAY,CRISFIELD,MD,21817,MD - Salisbury
210048,5755 CEDAR LANE,COLUMBIA,MD,21044,MD - Baltimore
210049,500 UPPER CHESAPEAKE DRIVE,BEL AIR,MD,21014,MD - Baltimore
210051,8118 GOOD LUCK ROAD,LANHAM,MD,20706,MD - Takoma Park
210054,7503 SURRATTS RD,CLINTON,MD,20735,DC - Washington
210055,7300 VAN DUSEN ROAD,LAUREL,MD,20707,MD - Takoma Park
210056,5601 LOCH RAVEN BLVD,BALTIMORE,MD,21239,MD - Baltimore
210057,9901 MEDICAL CTR DR,ROCKVILLE,MD,20850,DC - Washington
210058,2200 KERNAN DRIVE,BALTIMORE,MD,21207,MD - Baltimore
210060,11711 LIVINGSTON ROAD,FORT WASHINGTON,MD,20744,DC - Washington
210061,9733 HEALTHWAY DRIVE,BERLIN,MD,21811,MD - Salisbury
220001,60 HOSPITAL ROAD,LEOMINSTER,MA,1453,MA - Worcester
220002,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,2138,MA - Boston
220008,211 PARK STREET,ATTLEBORO,MA,2703,RI - Providence
220010,ONE GENERAL STREET,LAWRENCE,MA,1842,MA - Boston
220011,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,2138,MA - Boston
220012,88 LEWIS BAY ROAD,HYANNIS,MA,2601,MA - Boston
220015,30 LOCUST STREET,NORTHAMPTON,MA,1060,MA - Springfield
220016,164 HIGH STREET,GREENFIELD,MA,1301,MA - Springfield
220017,2100 DORCHESTER AVENUE,BOSTON,MA,2124,MA - Boston
220019,100 SOUTH STREET,SOUTHBRIDGE,MA,1550,MA - Worcester
220020,795 MIDDLE STREET,FALL RIVER,MA,2721,MA - Boston
220024,575 BEECH STREET,HOLYOKE,MA,1040,MA - Springfield
220029,25 HIGHLAND AVENUE,NEWBURYPORT,MA,1950,MA - Boston
220030,40 WRIGHT STREET,PALMER,MA,1069,MA - Springfield
220031,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,2118,MA - Boston
220033,85 HERRICK STREET,BEVERLY,MA,1915,MA - Boston
220035,81 HIGHLAND AVENUE,SALEM,MA,1970,MA - Boston
220036,736 CAMBRIDGE STREET,BRIGHTON,MA,2135,MA - Boston
220046,725 NORTH STREET,PITTSFIELD,MA,1201,NY - Albany
220049,157 UNION STREET,MARLBOROUGH,MA,1752,MA - Worcester
220050,85 SOUTH STREET,WARE,MA,1082,MA - Springfield
220051,71 HOSPITAL AVENUE,NORTH ADAMS,MA,1247,MA - Springfield
220052,680 CENTER STREET,BROCKTON,MA,2302,MA - Boston
220058,201 HIGHLAND STREET,CLINTON,MA,1510,MA - Worcester
220060,275 SANDWICH STREET,PLYMOUTH,MA,2360,MA - Boston
220062,107 LINCOLN STREET,WORCESTER,MA,1605,MA - Worcester
220063,295 VARNUM AVENUE,LOWELL,MA,1854,MA - Boston
220065,115 WEST SILVER STREET,WESTFIELD,MA,1085,MA - Springfield
220066,271 CAREW STREET,SPRINGFIELD,MA,1104,MA - Springfield
220067,114 WHITWELL STREET,QUINCY,MA,2169,MA - Boston
220070,585 LEBANON STREET,MELROSE,MA,2176,MA - Boston
220071,55 FRUIT STREET,BOSTON,MA,2114,MA - Boston
220073,88 WASHINGTON STREET,TAUNTON,MA,2780,MA - Boston
220074,363 HIGHLAND AVENUE,FALL RIVER,MA,2720,MA - Boston
220077,759 CHESTNUT STREET,SPRINGFIELD,MA,1199,MA - Springfield
220080,70 EAST STREET,METHUEN,MA,1844,MA - Boston
220082,1 HOSPITAL DRIVE,LOWELL,MA,1852,MA - Boston
220083,148 CHESTNUT STREET,NEEDHAM,MA,2494,MA - Boston
220084,OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,1742,MA - Boston
220086,330 BROOKLINE AVENUE,BOSTON,MA,2215,MA - Boston
220088,125 PARKER HILL AVENUE,BOSTON,MA,2120,MA - Boston
220090,14 PROSPECT STREET,MILFORD,MA,1757,MA - Boston
220095,242 GREEN STREET,GARDNER,MA,1440,MA - Worcester
220098,200 GROTON ROAD,AYER,MA,1432,MA - Boston
220100,55 FOGG ROAD,SOUTH WEYMOUTH,MA,2190,MA - Boston
220101,2014 WASHINGTON STREET,NEWTON,MA,2462,MA - Boston
220105,41 HIGHLAND AVENUE,WINCHESTER,MA,1890,MA - Boston
220108,199 REEDSDALE ROAD,MILTON,MA,2186,MA - Boston
220110,75 FRANCIS STREET,BOSTON,MA,2115,MA - Boston
220111,235 NORTH PEARL STREET,BROCKTON,MA,2301,MA - Boston
220116,800 WASHINGTON STREET,BOSTON,MA,2111,MA - Boston
220119,1153 CENTRE STREET,BOSTON,MA,2130,MA - Boston
220126,800 WASHINGTON STREET,NORWOOD,MA,2062,MA - Boston
220135,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,2540,MA - Boston
220163,55 LAKE AVENUE NORTH,WORCESTER,MA,1655,MA - Worcester
220171,41 & 45 MALL ROAD,BURLINGTON,MA,1803,MA - Boston
220174,140 LINCOLN AVENUE,HAVERHILL,MA,1830,MA - Boston
220175,115 LINCOLN STREET,FRAMINGHAM,MA,1701,MA - Boston
220176,123 SUMMER STREET,WORCESTER,MA,1608,MA - Worcester
220177,57 PROSPECT STREET,NANTUCKET,MA,2554,MA - Boston
230002,36475 FIVE MILE ROAD,LIVONIA,MI,48154,MI - Ann Arbor
230003,8333 FELCH ST,ZEELAND,MI,49464,MI - Grand Rapids
230004,1500 E SHERMAN BOULEVARD,MUSKEGON,MI,49444,MI - Muskegon
230005,818 RIVERSIDE AVENUE,ADRIAN,MI,49221,MI - Ann Arbor
230013,461 W HURON ST,PONTIAC,MI,48341,MI - Pontiac
230015,701 S HEALTH PARKWAY,THREE RIVERS,MI,49093,MI - Kalamazoo
230017,601 JOHN STREET,KALAMAZOO,MI,49007,MI - Kalamazoo
230019,16001 W NINE MILE RD,SOUTHFIELD,MI,48075,MI - Royal Oak
230020,18101 OAKWOOD BLVD,DEARBORN,MI,48124,MI - Dearborn
230021,1234 NAPIER AVENUE,ST JOSEPH,MI,49085,MI - St. Joseph
230022,274 E CHICAGO ST,COLDWATER,MI,49036,MI - Kalamazoo
230024,6071 W OUTER DRIVE,DETROIT,MI,48235,MI - Detroit
230029,44405 WOODWARD AVE,PONTIAC,MI,48341,MI - Pontiac
230030,300 E WARWICK DR,ALMA,MI,48801,MI - Lansing
230031,2601 ELECTRIC AVENUE,PORT HURON,MI,48060,MI - Detroit
230035,615 S BOWER STREET,GREENVILLE,MI,48838,MI - Grand Rapids
230036,1501 W CHISHOLM ST,ALPENA,MI,49707,MI - Saginaw
230037,168 S HOWELL STREET,HILLSDALE,MI,49242,MI - Kalamazoo
230038,100 MICHIGAN ST NE,GRAND RAPIDS,MI,49503,MI - Grand Rapids
230040,1009 W GREEN ST,HASTINGS,MI,49058,MI - Grand Rapids
230041,1900 COLUMBUS AVE,BAY CITY,MI,48708,MI - Saginaw
230046,"1500 E MEDICAL CENTER DRIVE, SPC 5474",ANN ARBOR,MI,48109,MI - Ann Arbor
230047,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit
230053,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit
230054,420 W MAGNETIC,MARQUETTE,MI,49855,MI - Marquette
230055,1721 S STEPHENSON AVE,IRON MOUNTAIN,MI,49801,WI - Green Bay
230058,1100 E MICHIGAN AVE,GRAYLING,MI,49738,MI - Traverse City
230059,200 JEFFERSON AVENUE SE,GRAND RAPIDS,MI,49503,MI - Grand Rapids
230066,1700 CLINTON STREET,MUSKEGON,MI,49442,MI - Muskegon
230069,620 BYRON RD,HOWELL,MI,48843,MI - Ann Arbor
230070,1447 N HARRISON,SAGINAW,MI,48602,MI - Saginaw
230072,602 MICHIGAN AVE,HOLLAND,MI,49423,MI - Grand Rapids
230075,300 NORTH AVENUE,BATTLE CREEK,MI,49017,MI - Kalamazoo
230077,800 S WASHINGTON AVENU,SAGINAW,MI,48601,MI - Saginaw
230078,400 MEDICAL PARK DR,WATERVLIET,MI,49098,MI - St. Joseph
230080,1221 SOUTH DRIVE,MOUNT PLEASANT,MI,48858,MI - Lansing
230081,400 HOBART ST,CADILLAC,MI,49601,MI - Grand Rapids
230085,955 S BAILEY AVE,SOUTH HAVEN,MI,49090,MI - St. Joseph
230089,468 CADIEUX RD,GROSSE POINTE,MI,48230,MI - Detroit
230092,205 N EAST AVE,JACKSON,MI,49201,MI - Ann Arbor
230093,605 OAK STREET,BIG RAPIDS,MI,49307,MI - Grand Rapids
230095,2463 SOUTH M-30,WEST BRANCH,MI,48661,MI - Saginaw
230096,916 MYRTLE AVE,STURGIS,MI,49091,MI - Kalamazoo
230097,1105 SIXTH STREET,TRAVERSE CITY,MI,49684,MI - Traverse City
230099,718 N MACOMB ST,MONROE,MI,48162,OH - Toledo
230100,200 HEMLOCK M-55,TAWAS CITY,MI,48763,MI - Saginaw
230101,3401 LUDINGTON ST,ESCANABA,MI,49829,MI - Marquette
230104,3990 JOHN R STREET,DETROIT,MI,48201,MI - Detroit
230105,416 CONNABLE AVE,PETOSKEY,MI,49770,MI - Petoskey
230106,212 S SULLIVAN ST,FREMONT,MI,49412,MI - Grand Rapids
230108,500 CAMPUS DRIVE,HANCOCK,MI,49930,MI - Marquette
230110,1 N ATKINSON DRIVE,LUDINGTON,MI,49431,MI - Muskegon
230117,1521 GULL ROAD,KALAMAZOO,MI,49048,MI - Kalamazoo
230118,1100 SOUTH VAN DYKE ROAD,BAD AXE,MI,48413,MI - Saginaw
230121,826 WEST KING STREET,OWOSSO,MI,48867,MI - Lansing
230130,3601 W THIRTEEN MILE RD,ROYAL OAK,MI,48073,MI - Royal Oak
230132,ONE HURLEY PLAZA,FLINT,MI,48503,MI - Flint
230133,825 N CENTER AVE,GAYLORD,MI,49735,MI - Petoskey
230141,401 S BALLENGER HIGHWAY,FLINT,MI,48532,MI - Flint
230142,33155 ANNAPOLIS AVE,WAYNE,MI,48184,MI - Ann Arbor
230146,2333 BIDDLE AVE,WYANDOTTE,MI,48192,MI - Dearborn
230151,28050 GRAND RIVER AVENUE,FARMINGTON HILL,MI,48336,MI - Ann Arbor
230156,5301 E HURON RIVER DR,ANN ARBOR,MI,48106,MI - Ann Arbor
230165,22101 MOROSS RD,DETROIT,MI,48236,MI - Detroit
230167,401 W GREENLAWN AVE,LANSING,MI,48910,MI - Lansing
230174,1309 SHELDON RD,GRAND HAVEN,MI,49417,MI - Muskegon
230176,5450 FORT STREET,TRENTON,MI,48183,MI - Dearborn
230180,703 N MCEWAN ST,CLARE,MI,48617,MI - Lansing
230193,1375 N MAIN ST,LAPEER,MI,48446,MI - Flint
