Provider Id,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description
390068,1500 HIGHLANDS DRIVE,LITITZ,PA,17543,PA - Lancaster
390070,501 BATH ROAD,BRISTOL,PA,19007,PA - Philadelphia
390071,24 CREE DRIVE,LOCK HAVEN,PA,17745,PA - Danville
390072,701 EAST 16TH STREET,BERWICK,PA,18603,PA - Danville
390073,620 HOWARD AVENUE,ALTOONA,PA,16601,PA - Altoona
390076,201 REESEVILLE ROAD,COATESVILLE,PA,19320,PA - Lancaster
390079,ONE GUTHRIE SQUARE,SAYRE,PA,18840,PA - Sayre
390080,7600 CENTRAL AVE,PHILADELPHIA,PA,19111,PA - Philadelphia
390081,501 NORTH LANSDOWNE AVE,DREXEL HILL,PA,19026,PA - Philadelphia
390084,350 NORTH 11TH STREET,SUNBURY,PA,17801,PA - Danville
390086,100 HOSPITAL AVENUE,DUBOIS,PA,15801,PA - Pittsburgh
390090,4800 FRIENDSHIP AVENUE,PITTSBURGH,PA,15224,PA - Pittsburgh
390091,100 FAIRFIELD DRIVE,SENECA,PA,16346,PA - Erie
390093,271 PERKINS ROAD,CLARION,PA,16214,PA - Pittsburgh
390095,100 LINCOLN AVENUE,CARBONDALE,PA,18407,PA - Scranton
390096,2500 BERNVILLE ROAD,READING,PA,19605,PA - Reading
390097,1648 HUNTINGDON PIKE,MEADOWBROOK,PA,19046,PA - Philadelphia
390100,555 NORTH DUKE STREET,LANCASTER,PA,17604,PA - Lancaster
390101,325 SOUTH BELMONT STREET,YORK,PA,17403,PA - York
390102,815 FREEPORT ROAD,PITTSBURGH,PA,15215,PA - Pittsburgh
390104,4372 ROUTE 6,KANE,PA,16735,PA - Erie
390107,9100 BABCOCK BOULEVARD,PITTSBURGH,PA,15237,PA - Pittsburgh
390108,POWELL & FORNANCE STREETS,NORRISTOWN,PA,19401,PA - Philadelphia
390110,1086 FRANKLIN STREET,JOHNSTOWN,PA,15905,PA - Johnstown
390111,34TH & SPRUCE STS,PHILADELPHIA,PA,19104,PA - Philadelphia
390112,600 SOMERSET AVENUE,WINDBER,PA,15963,PA - Johnstown
390113,751 LIBERTY STREET,MEADVILLE,PA,16335,PA - Erie
390114,300 HALKET STREET,PITTSBURGH,PA,15213,PA - Pittsburgh
390115,10800 KNIGHTS ROAD,PHILADELPHIA,PA,19114,PA - Philadelphia
390116,2701 DEKALB PIKE,NORRISTOWN,PA,19401,PA - Philadelphia
390117,10455 LINCOLN HIGHWAY,EVERETT,PA,15537,PA - Altoona
390118,116 INTERSTATE PARKWAY,BRADFORD,PA,16701,PA - Erie
390119,700 QUINCY AVENUE,SCRANTON,PA,18510,PA - Scranton
390122,406 WEST OAK STREET,TITUSVILLE,PA,16354,PA - Erie
390123,1600 EAST HIGH STREET AND ARMAND HAMMER BLVD,POTTSTOWN,PA,19464,PA - Reading
390125,601 PARK STREET,HONESDALE,PA,18431,PA - Scranton
390127,140 NUTT ROAD,PHOENIXVILLE,PA,19460,PA - Philadelphia
390130,290 HAIDA AVENUE,HASTINGS,PA,16646,PA - Johnstown
390132,1600 WEST GIRARD AVENUE,PHILADELPHIA,PA,19130,PA - Philadelphia
390133,PO BOX 689,ALLENTOWN,PA,18105,PA - Allentown
390137,575 NORTH RIVER STREET,WILKES-BARRE,PA,18764,PA - Wilkes-Barre
390138,501 EAST MAIN ST,WAYNESBORO,PA,17268,PA - Harrisburg
390139,130 SOUTH BRYN MAWR AVE,BRYN MAWR,PA,19010,PA - Philadelphia
390142,5501 OLD YORK ROAD,PHILADELPHIA,PA,19141,PA - Philadelphia
390145,532 WEST PITTSBURGH STREET,GREENSBURG,PA,15601,PA - Pittsburgh
390146,TWO CRESCENT PARK WEST,WARREN,PA,16365,PA - Erie
390147,1163 COUNTRY CLUB ROAD,MONONGAHELA,PA,15063,PA - Pittsburgh
390150,350 BONAR AVENUE,WAYNESBURG,PA,15370,WV - Morgantown
390151,112 NORTH SEVENTH STREET,CHAMBERSBURG,PA,17201,PA - Harrisburg
390153,255 WEST LANCASTER AVENUE,PAOLI,PA,19301,PA - Philadelphia
390154,763 JOHNSONBURG ROAD,SAINT MARYS,PA,15857,PA - Erie
390156,LANSDOWNE & BAILY RDS,DARBY,PA,19023,PA - Philadelphia
390157,25 HECKEL ROAD,MCKEES ROCKS,PA,15136,PA - Pittsburgh
390160,100 MEDICAL BOULEVARD,CANONSBURG,PA,15317,PA - Pittsburgh
390162,250 SOUTH 21ST STREET,EASTON,PA,18042,PA - Allentown
390163,ONE NOLTE DRIVE,KITTANNING,PA,16201,PA - Pittsburgh
390164,200 LOTHROP STREET,PITTSBURGH,PA,15213,PA - Pittsburgh
390168,ONE HOSPITAL WAY,BUTLER,PA,16001,PA - Pittsburgh
390173,"835 HOSPITAL ROAD,  PO BOX 788",INDIANA,PA,15701,PA - Pittsburgh
390174,111 SOUTH 11TH STREET,PHILADELPHIA,PA,19107,PA - Philadelphia
390178,110 NORTH MAIN STREET,GREENVILLE,PA,16125,PA - Erie
390179,701 EAST MARSHALL ST,WEST CHESTER,PA,19380,PA - Philadelphia
390180,ONE MEDICAL CENTER BOULEVARD,UPLAND,PA,19013,PA - Philadelphia
390183,360 W RUDDLE STREET,COALDALE,PA,18218,PA - Allentown
390184,401 EAST MURPHY AVENUE,CONNELLSVILLE,PA,15425,PA - Pittsburgh
390185,700 EAST BROAD STREET,HAZLETON,PA,18201,PA - Allentown
390189,4200 HOSPITAL ROAD,COAL TOWNSHIP,PA,17866,PA - Danville
390192,880 STATE ROUTE 6 WEST,TUNKHANNOCK,PA,18657,PA - Sayre
390194,211 NORTH 12TH STREET,LEHIGHTON,PA,18235,PA - Allentown
390195,100 LANCASTER AVE,WYNNEWOOD,PA,19096,PA - Philadelphia
390197,421 CHEW STREET,ALLENTOWN,PA,18102,PA - Allentown
390198,5515 PEACH STREET,ERIE,PA,16509,PA - Erie
390199,81 HILLCREST DRIVE,PUNXSUTAWNEY,PA,15767,PA - Pittsburgh
390201,206 EAST BROWN STREET,EAST STROUDSBUR,PA,18301,PA - Allentown
390203,595 WEST STATE ST,DOYLESTOWN,PA,18901,PA - Philadelphia
390204,2601 HOLME AVE,PHILADELPHIA,PA,19152,PA - Philadelphia
390211,740 EAST STATE STREET,SHARON,PA,16146,OH - Youngstown
390217,508 SOUTH CHURCH STREET,MOUNT PLEASANT,PA,15666,PA - Pittsburgh
390219,ONE MELLON WAY,LATROBE,PA,15650,PA - Pittsburgh
390220,1015 WEST BALTIMORE PIKE,WEST GROVE,PA,19390,PA - Lancaster
390222,1068 WEST BALTIMORE PIKE,MEDIA,PA,19063,PA - Philadelphia
390223,51 NORTH 39TH STREET,PHILADELPHIA,PA,19104,PA - Philadelphia
390225,169 MARTIN AVENUE,EPHRATA,PA,17522,PA - Lancaster
390226,800 SPRUCE STREET,PHILADELPHIA,PA,19107,PA - Philadelphia
390228,1000 BOWER HILL ROAD,PITTSBURGH,PA,15243,PA - Pittsburgh
390231,1200 OLD YORK ROAD,ABINGTON,PA,19001,PA - Philadelphia
390233,300 HIGHLAND AVE,HANOVER,PA,17331,PA - York
390236,91 HOSPITAL DRIVE,TOWANDA,PA,18848,PA - Sayre
390237,746 JEFFERSON AVENUE,SCRANTON,PA,18501,PA - Scranton
390256,500 UNIVERSITY DRIVE,HERSHEY,PA,17033,PA - Harrisburg
390258,LANGHORNE-NEWTOWN RD,LANGHORNE,PA,19047,PA - Philadelphia
390263,2545 SCHOENERSVILLE ROAD,BETHLEHEM,PA,18017,PA - Allentown
390265,565 COAL VALLEY RD,PITTSBURGH,PA,15236,PA - Pittsburgh
390266,631 NORTH BROAD STREET EXT.,GROVE CITY,PA,16127,PA - Pittsburgh
390267,2570 HAYMAKER RD,MONROEVILLE,PA,15146,PA - Pittsburgh
390268,1800 EAST PARK AVE,STATE COLLEGE,PA,16803,PA - Danville
390270,100O EAST MOUNTAIN BOULEVARD,WILKES BARRE,PA,18711,PA - Wilkes-Barre
390272,1033 W GERMANTOWN PIKE,NORRISTOWN,PA,19401,PA - Philadelphia
390278,100 EAGLEVILLE RD,EAGLEVILLE,PA,19408,PA - Philadelphia
390290,230 NORTH BROAD STREET,PHILADELPHIA,PA,19102,PA - Philadelphia
390304,5800 RIDGE AVE,PHILA,PA,19128,PA - Philadelphia
390307,239 EDGEWOOD DRIVE EXTENSION,TRANSFER,PA,16154,PA - Erie
390312,1331 EAST WYOMING AVENUE,PHILADELPHIA,PA,19124,PA - Philadelphia
390313,101 BROAD STREET,ASHLAND,PA,17921,PA - Reading
390314,2310 HIGHLAND AVENUE,BETHLEHEM,PA,18017,PA - Allentown
390316,2752 CENTURY BOULEVARD,WYOMISSING,PA,19610,PA - Reading
390321,1503 CEDAR CREST BOULEVARD,ALLENTOWN,PA,18104,PA - Allentown
390322,3300 TILLMAN DRIVE,BENSALEM,PA,19020,PA - Philadelphia
390323,100 TRICH DRIVE,WASHINGTON,PA,15301,PA - Pittsburgh
390325,1861 POWDER MILL RD,YORK,PA,17402,PA - York
410001,111 BREWSTER STREET,PAWTUCKET,RI,2860,RI - Providence
410004,825 CHALKSTONE AVENUE,PROVIDENCE,RI,2908,RI - Providence
410005,200 HIGH SERVICE AVENUE,NORTH PROVIDENC,RI,2904,RI - Providence
410006,FRIENDSHIP STREET,NEWPORT,RI,2840,RI - Providence
410007,593 EDDY STREET,PROVIDENCE,RI,2902,RI - Providence
410008,100 KENYON AVE,WAKEFIELD,RI,2879,RI - Providence
410009,455 TOLL GATE RD,WARWICK,RI,2886,RI - Providence
410010,101 DUDLEY STREET,PROVIDENCE,RI,2905,RI - Providence
410011,115 CASS AVE,WOONSOCKET,RI,2895,RI - Providence
410012,164 SUMMIT AVENUE,PROVIDENCE,RI,2906,RI - Providence
410013,25 WELLS STREET,WESTERLY,RI,2891,RI - Providence
420002,222 S HERLONG AVE,ROCK HILL,SC,29730,NC - Charlotte
420004,169 ASHLEY AVE,CHARLESTON,SC,29425,SC - Charleston
420005,301 E JACKSON ST,DILLON,SC,29536,SC - Florence
420007,101 E WOOD ST,SPARTANBURG,SC,29303,SC - Spartanburg
420009,298 MEMORIAL DRIVE,SENECA,SC,29672,SC - Greenville
420010,1304 W BOBO NEWSOM HWY,HARTSVILLE,SC,29550,SC - Columbia
420011,123 MEDICAL PARK DRIVE PO BOX 188,PICKENS,SC,29671,SC - Greenville
420015,200 FLEETWOOD DRIVE,EASLEY,SC,29640,SC - Greenville
420016,PO BOX 588  811  REYNOLDS ROAD,BARNWELL,SC,29812,SC - Columbia
420018,5 RICHLAND MEDICAL PARK,COLUMBIA,SC,29203,SC - Columbia
420019,1 MEDICAL PARK DRIVE,CHESTER,SC,29706,SC - Columbia
420020,606 BLACK RIVER RD DRAWER 1718,GEORGETOWN,SC,29440,SC - Charleston
420023,ONE ST FRANCIS DR,GREENVILLE,SC,29601,SC - Greenville
420026,2435 FOREST DR,COLUMBIA,SC,29204,SC - Columbia
420027,800 N FANT ST,ANDERSON,SC,29621,SC - Greenville
420030,501 ROBERTSON BOULEVARD,WALTERBORO,SC,29488,SC - Charleston
420033,830 SOUTH BUNCOMBE ROAD,GREER,SC,29650,SC - Greenville
420036,800 W MEETING ST,LANCASTER,SC,29720,NC - Charlotte
420037,729 SOUTH EAST MAIN STREET,SIMPSONVILLE,SC,29681,SC - Greenville
420038,US HWY 76 PO DRAWER 976,CLINTON,SC,29325,SC - Greenville
420039,322 W SOUTH ST PO BOX 789,UNION,SC,29379,SC - Spartanburg
420043,1530 N LIMESTONE ST,GAFFNEY,SC,29340,SC - Spartanburg
420048,"HAILE AND ROBERTS STREETS, BOX 7003",CAMDEN,SC,29020,SC - Columbia
420049,300 SINGLETON RIDGE ROAD,CONWAY,SC,29526,SC - Charleston
420051,555 E CHEVES ST BOX 8700,FLORENCE,SC,29506,SC - Florence
420053,2669 KINARD ST PO BOX 497,NEWBERRY,SC,29108,SC - Columbia
420054,1138 CHERAW HIGHWAY,BENNETTSVILLE,SC,29512,SC - Florence
420055,2829 E HWY 76,MULLINS,SC,29574,SC - Florence
420056,509 NORTH STREET,BAMBERG,SC,29003,SC - Columbia
420057,701 CASHUA FERRY ROAD,DARLINGTON,SC,29540,SC - Florence
420062,711 CHESTERFIELD HIGHWAY,CHERAW,SC,29520,SC - Florence
420064,3655 MITCHELL ST,LORIS,SC,29569,SC - Florence
420065,2095 HENRY TECKLENBURG DRIVE,CHARLESTON,SC,29414,SC - Charleston
420066,258 N RON MCNAIR BLVD,LAKE CITY,SC,29560,SC - Florence
420067,955 RIBAUT RD,BEAUFORT,SC,29902,GA - Savannah
420068,3000 ST MATTHEWS RD BOX 1806,ORANGEBURG,SC,29115,SC - Columbia
420069,10 HOSPITAL ST BOX 550,MANNING,SC,29102,SC - Columbia
420070,129 N WASHINGTON ST,SUMTER,SC,29150,SC - Columbia
420071,1325 SPRING STREET,GREENWOOD,SC,29646,SC - Columbia
420072,595 WEST CAROLINA AVENUE,VARNVILLE,SC,29944,SC - Charleston
420073,2720 SUNSET BLVD,WEST COLUMBIA,SC,29169,SC - Columbia
420078,701 GROVE RD,GREENVILLE,SC,29605,SC - Greenville
420079,9330 MEDICAL PLAZA DR,CHARLESTON,SC,29406,SC - Charleston
420080,25 HOSPITAL CENTER BLVD,HILTON HEAD ISL,SC,29925,GA - Savannah
420082,302 UNIVERSITY PARKWAY,AIKEN,SC,29801,GA - Augusta
420083,1700 SKYLYN DR BOX 3217,SPARTANBURG,SC,29307,SC - Spartanburg
420085,809 82ND PARKWAY BOX 7500,MYRTLE BEACH,SC,29577,SC - Charleston
420086,TAYLOR AT MARION,COLUMBIA,SC,29220,SC - Columbia
420087,316 CALHOUN ST,CHARLESTON,SC,29401,SC - Charleston
420089,2000 HOSPITAL DR,MOUNT PLEASANT,SC,29464,SC - Charleston
420091,805 PAMPLICO HWY BOX 100550,FLORENCE,SC,29505,SC - Florence
420098,4070 HIGHWAY 17 BY-PASS,MURRELLS INLET,SC,29576,SC - Charleston
420101,1000 MEDICAL CENTER DRIVE,HARDEEVILLE,SC,29927,GA - Savannah
420102,175 PATEWOOD DRIVE,GREENVILLE,SC,29615,SC - Greenville
420103,250 WESTMORELAND ROAD,GREER,SC,29651,SC - Greenville
420104,3500 HIGHWAY 17 NORTH,MOUNT PLEASANT,SC,29466,SC - Charleston
430005,401 9TH AVENUE NW  PO BOX 1210,WATERTOWN,SD,57201,SD - Sioux Falls
430008,300 22ND AVE,BROOKINGS,SD,57006,SD - Sioux Falls
430012,501 SUMMIT,YANKTON,SD,57078,SD - Sioux Falls
430013,525 N FOSTER,MITCHELL,SD,57301,SD - Sioux Falls
430014,305 S STATE ST,ABERDEEN,SD,57401,SD - Sioux Falls
430015,801 E SIOUX,PIERRE,SD,57501,SD - Sioux Falls
430016,1325 S CLIFF AVE  PO BOX 5045,SIOUX FALLS,SD,57117,SD - Sioux Falls
430027,1305 W 18TH ST  PO BOX 5039,SIOUX FALLS,SD,57117,SD - Sioux Falls
430048,1440 N MAIN ST,SPEARFISH,SD,57783,SD - Rapid City
430077,353 FAIRMONT BLVD  PO BOX 6000,RAPID CITY,SD,57701,SD - Rapid City
430081,EAST HIGHWAY 18,PINE RIDGE,SD,57770,SD - Rapid City
430084,400 SOLDIER CREEK ROAD,ROSEBUD,SD,57570,SD - Sioux Falls
430089,600 SIOUX POINT ROAD,DAKOTA DUNES,SD,57049,IA - Sioux City
430090,910 EAST 20TH STREET,SIOUX FALLS,SD,57105,SD - Sioux Falls
430091,216 ANAMARIA DR,RAPID CITY,SD,57703,SD - Rapid City
430092,701 8TH AVENUE NW SUITE C,ABERDEEN,SD,57401,SD - Sioux Falls
430095,4500 W 69TH ST,SIOUX FALLS,SD,57108,SD - Sioux Falls
430096,2601 FOX RUN PARKWAY,YANKTON,SD,57078,SD - Sioux Falls
440001,GREENWAY CIRCLE,ERWIN,TN,37650,TN - Johnson City
440002,620 SKYLINE DRIVE,JACKSON,TN,38301,TN - Jackson
440003,555 HARTSVILLE PIKE,GALLATIN,TN,37066,TN - Nashville
440006,3441 DICKERSON PIKE,NASHVILLE,TN,37207,TN - Nashville
440007,1001 MCARTHUR ST,MANCHESTER,TN,37355,TN - Nashville
440008,200 W CHURCH ST,LEXINGTON,TN,38351,TN - Jackson
440009,421 S MAIN ST,CROSSVILLE,TN,38555,TN - Nashville
440010,103 J V MANGUBAT DR,WAYNESBORO,TN,38485,TN - Nashville
440011,907 E LAMAR ALEXANDER PARKWAY,MARYVILLE,TN,37804,TN - Knoxville
440012,ONE MEDICAL PARK BLVD,BRISTOL,TN,37620,TN - Kingsport
440015,1924 ALCOA HIGHWAY,KNOXVILLE,TN,37920,TN - Knoxville
440016,631 RB WILSON DR,HUNTINGDON,TN,38344,TN - Jackson
440017,130 WEST RAVINE ROAD,KINGSPORT,TN,37662,TN - Kingsport
440018,1501 WEST ELK AVENUE,ELIZABETHTON,TN,37643,TN - Johnson City
440020,1265 E COLLEGE ST,PULASKI,TN,38478,TN - Nashville
440025,1420 TUSCULUM BLVD,GREENEVILLE,TN,37745,TN - Knoxville
440029,4321 CAROTHERS PARKWAY,FRANKLIN,TN,37067,TN - Nashville
440030,908 W 4TH NORTH ST,MORRISTOWN,TN,37814,TN - Knoxville
440031,412 DEVONIA ST,HARRIMAN,TN,37748,TN - Knoxville
440032,851 LOCUST STREET,ROGERSVILLE,TN,37857,TN - Knoxville
440033,923 EAST CENTRAL AVENUE,LA FOLLETTE,TN,37766,TN - Knoxville
440034,990 OAK RIDGE TURNPIKE BOX 529,OAK RIDGE,TN,37830,TN - Knoxville
440035,651 DUNLOP LANE,CLARKSVILLE,TN,37040,TN - Nashville
440039,1161 21ST AVENUE SOUTH,NASHVILLE,TN,37232,TN - Nashville
440040,2718 SQUIRREL HOLLOW DRIVE,LINDEN,TN,37096,TN - Nashville
440046,111 HIGHWAY 70 EAST,DICKSON,TN,37055,TN - Nashville
440047,200 HOSPITAL DR,TRENTON,TN,38382,TN - Jackson
440048,6019 WALNUT GROVE ROAD,MEMPHIS,TN,38120,TN - Memphis
440049,1265 UNION AVE SUITE 700,MEMPHIS,TN,38104,TN - Memphis
440050,401 TAKOMA AVE,GREENEVILLE,TN,37743,TN - Knoxville
440051,705 E POPLAR AVE,SELMER,TN,38375,TN - Memphis
440053,1700 MEDICAL CENTER PARKWAY,MURFREESBORO,TN,37129,TN - Nashville
440054,886 HIGHWAY 411 NORTH,ETOWAH,TN,37331,TN - Knoxville
440056,110 HOSPITAL DRIVE,JEFFERSON CITY,TN,37760,TN - Knoxville
440057,1850 OLD KNOXVILLE HIGHWAY,TAZEWELL,TN,37879,TN - Knoxville
440058,185 HOSPITAL ROAD,WINCHESTER,TN,37398,TN - Nashville
440059,1 MEDICAL CENTER BOULEVARD,COOKEVILLE,TN,38501,TN - Nashville
440060,4039 HIGHLAND ST,MILAN,TN,38358,TN - Jackson
440061,161 MOUNT PELIA RD,MARTIN,TN,38237,TN - Jackson
440063,400 N STATE OF FRANKLIN RD,JOHNSON CITY,TN,37604,TN - Johnson City
440064,1000 HIGHWAY 28,JASPER,TN,37347,TN - Chattanooga
440065,100 NORTHCREST DRIVE,SPRINGFIELD,TN,37172,TN - Nashville
440067,726 MCFARLAND ST,MORRISTOWN,TN,37814,TN - Knoxville
440068,1114 W MADISON AVE,ATHENS,TN,37371,TN - Knoxville
440070,969 TENNESSEE AVE S,PARSONS,TN,38363,TN - Jackson
440072,400 TICKLE ST,DYERSBURG,TN,38024,TN - Memphis
440073,1224 TROTWOOD AVE,COLUMBIA,TN,38401,TN - Nashville
440081,742 MIDDLECREEK ROAD,SEVIERVILLE,TN,37862,TN - Knoxville
440082,"4220 HARDING RD, PO BOX 380",NASHVILLE,TN,37205,TN - Nashville
440083,436 CENTRAL AVENUE WEST,JAMESTOWN,TN,38556,TN - Nashville
440084,304 WRIGHT ST,SWEETWATER,TN,37874,TN - Knoxville
440091,2525 DESALES AVE,CHATTANOOGA,TN,37404,TN - Chattanooga
440102,106 MEDICAL CENTER BLVD,FAYETTEVILLE,TN,37334,AL - Huntsville
440104,975 E 3RD ST,CHATTANOOGA,TN,37403,TN - Chattanooga
440109,935 WAYNE ROAD,SAVANNAH,TN,38372,TN - Memphis
440110,550 FORT LOUDOUN MEDICAL CENTER DR,LENOIR CITY,TN,37772,TN - Knoxville
440111,1818 ALBION STREET,NASHVILLE,TN,37208,TN - Nashville
440115,3525 CHERE CAROL RD,HUMBOLDT,TN,38343,TN - Jackson
440120,900 EAST OAK HILL AVENUE,KNOXVILLE,TN,37917,TN - Knoxville
440125,1901 W CLINCH AVE,KNOXVILLE,TN,37916,TN - Knoxville
440130,"1201 BISHOP ST, PO BOX 310",UNION CITY,TN,38261,TN - Memphis
440131,1995 HIGHWAY 51 S,COVINGTON,TN,38019,TN - Memphis
440132,301 TYSON AV,PARIS,TN,38242,TN - Jackson
440133,2000 CHURCH ST,NASHVILLE,TN,37236,TN - Nashville
440137,2835 HWY 231 N,SHELBYVILLE,TN,37160,TN - Nashville
440141,100 OLD JEFFERSON ST,CELINA,TN,38551,TN - Nashville
440144,1801 N JACKSON ST BOX 460,TULLAHOMA,TN,37388,TN - Nashville
440148,520 W MAIN ST,SMITHVILLE,TN,37166,TN - Nashville
440150,5655 FRIST BLVD,HERMITAGE,TN,37076,TN - Nashville
440151,1559 SPARTA STREET,MC MINNVILLE,TN,37110,TN - Nashville
440152,877 JEFFERSON AVENUE,MEMPHIS,TN,38103,TN - Memphis
440153,435 2ND ST,NEWPORT,TN,37821,TN - Knoxville
440156,2333 MCCALLIE AVE,CHATTANOOGA,TN,37404,TN - Chattanooga
440159,3000 GETWELL RD,MEMPHIS,TN,38118,TN - Memphis
440161,2300 PATTERSON STREET,NASHVILLE,TN,37203,TN - Nashville
440168,214 LAKEVIEW RD,SOMERVILLE,TN,38068,TN - Memphis
440173,9352 PARK WEST BLVD,KNOXVILLE,TN,37923,TN - Knoxville
440174,2545 N WASHINGTON AVE,BROWNSVILLE,TN,38012,TN - Memphis
440175,HWY 43 S BOX 847,LAWRENCEBURG,TN,38464,TN - Nashville
440176,2000 BROOKSIDE DR,KINGSPORT,TN,37660,TN - Kingsport
440180,188 HOSPITAL LANE,JELLICO,TN,37762,TN - Knoxville
440181,650 NUCKOLLS ROAD,BOLIVAR,TN,38008,TN - Jackson
440182,161 HOSPITAL DRIVE,MC KENZIE,TN,38201,TN - Jackson
440183,5959 PARK AVE,MEMPHIS,TN,38119,TN - Memphis
440184,401 PRINCETON RD,JOHNSON CITY,TN,37601,TN - Johnson City
440185,2305 CHAMBLISS AVE NW,CLEVELAND,TN,37311,TN - Chattanooga
440186,158 HOSPITAL DRIVE,CARTHAGE,TN,37030,TN - Nashville
440187,315 OAK ST BOX 550,LIVINGSTON,TN,38570,TN - Nashville
440189,367 HOSPITAL BLVD,JACKSON,TN,38305,TN - Jackson
440192,401 SEWELL DR,SPARTA,TN,38583,TN - Nashville
440193,1411 BADDOUR PARKWAY,LEBANON,TN,37087,TN - Nashville
440194,355 NEW SHACKLE ISLAND RD,HENDERSONVILLE,TN,37075,TN - Nashville
440197,391 WALLACE RD,NASHVILLE,TN,37211,TN - Nashville
440200,324 DOOLITTLE ROAD,WOODBURY,TN,37190,TN - Nashville
440218,2011 MURPHY AVENUE,NASHVILLE,TN,37203,TN - Nashville
440227,200 STONECREST BOULEVARD,SMYRNA,TN,37167,TN - Nashville
440228,2986 KATE BOND RD,BARTLETT,TN,38133,TN - Memphis
450002,2001 N OREGON ST,EL PASO,TX,79902,TX - El Paso
450005,608 STRICKLAND DRIVE,ORANGE,TX,77630,TX - Beaumont
450007,551 HILL COUNTRY DRIVE,KERRVILLE,TX,78028,TX - San Antonio
450010,1600 11TH STREET,WICHITA FALLS,TX,76301,TX - Wichita Falls
450011,2801 FRANCISCAN DR,BRYAN,TX,77802,TX - Bryan
450015,5201 HARRY HINES BLVD,DALLAS,TX,75235,TX - Dallas
450018,301 UNIVERSITY BOULEVARD,GALVESTON,TX,77555,TX - Houston
450021,3500 GASTON AVE,DALLAS,TX,75246,TX - Dallas
450023,2701 HOSPITAL DRIVE,VICTORIA,TX,77901,TX - Victoria
450024,4815 ALAMEDA AVE,EL PASO,TX,79905,TX - El Paso
450028,1040 W JEFFERSON ST,BROWNSVILLE,TX,78520,TX - Harlingen
450029,1700 EAST SAUNDERS,LAREDO,TX,78044,TX - San Antonio
450032,811 S WASHINGTON,MARSHALL,TX,75670,LA - Shreveport
450033,2101 PEASE ST,HARLINGEN,TX,78550,TX - Harlingen
450034,2830 CALDER AVENUE,BEAUMONT,TX,77702,TX - Beaumont
450035,1401 ST. JOSEPH PARKWAY,HOUSTON,TX,77002,TX - Houston
450037,700 EAST MARSHALL AVENUE,LONGVIEW,TX,75601,TX - Longview
450039,1500 S MAIN ST,FORT WORTH,TX,76104,TX - Fort Worth
450040,3615 19TH STREET,LUBBOCK,TX,79410,TX - Lubbock
450042,6901 MEDICAL PARKWAY,WACO,TX,76712,TX - Waco
450044,5909 HARRY HINES BLVD,DALLAS,TX,75390,TX - Dallas
450046,600 ELIZABETH STREET,CORPUS CHRISTI,TX,78404,TX - Corpus Christi
450051,1441 NORTH BECKLEY AVENUE,DALLAS,TX,75203,TX - Dallas
450052,101 S AVE T,CLIFTON,TX,76634,TX - Waco
450054,2401 31ST ST,TEMPLE,TX,76508,TX - Temple
450055,200 E ARIZONA,SWEETWATER,TX,79556,TX - Abilene
450056,1201 W 38TH ST,AUSTIN,TX,78705,TX - Austin
450058,111 DALLAS STREET,SAN ANTONIO,TX,78205,TX - San Antonio
450064,800 W RANDOL MILL RD,ARLINGTON,TX,76012,TX - Fort Worth
450068,6411 FANNIN,HOUSTON,TX,77030,TX - Houston
450072,100 MEDICAL DRIVE,LAKE JACKSON,TX,77566,TX - Houston
450073,1700 COGDELL BLVD,SNYDER,TX,79549,TX - Lubbock
450078,101 AVENUE J,ANSON,TX,79501,TX - Abilene
450079,1901 N MACARTHUR BLVD,IRVING,TX,75061,TX - Dallas
450080,2001 N JEFFERSON,MOUNT PLEASANT,TX,75455,TX - Tyler
450082,1500 E HOUSTON HWY,BEEVILLE,TX,78102,TX - Corpus Christi
450083,1000 SOUTH BECKHAM STREET,TYLER,TX,75701,TX - Tyler
450085,1301 MONTGOMERY ROAD,GRAHAM,TX,76450,TX - Fort Worth
450087,4401 BOOTH CALLOWAY ROAD,NORTH RICHLAND,TX,76180,TX - Fort Worth
450090,1900 HOSPITAL BLVD,GAINESVILLE,TX,76240,TX - Dallas
450092,3333 N FOSTER MALDONADO BLVD,EAGLE PASS,TX,78852,TX - San Antonio
450097,4000 SPENCER HWY,PASADENA,TX,77504,TX - Houston
450099,1 MEDICAL PLAZA,PAMPA,TX,79065,TX - Amarillo
450101,100 HILLCREST MEDICAL BLVD,WACO,TX,76712,TX - Waco
450102,800 EAST DAWSON,TYLER,TX,75701,TX - Tyler
450104,1215 E COURT ST,SEGUIN,TX,78155,TX - San Antonio
450107,1801 NORTH OREGON STREET,EL PASO,TX,79902,TX - El Paso
450108,499 10TH STREET,FLORESVILLE,TX,78114,TX - San Antonio
450119,1102 W TRENTON ROAD,EDINBURG,TX,78539,TX - McAllen
450123,5500 39TH ST,GROVES,TX,77619,TX - Beaumont
450124,601 E 15TH STREET,AUSTIN,TX,78701,TX - Austin
450128,1401 EAST EIGHT STREET,WESLACO,TX,78596,TX - Harlingen
450130,"414 NAVARRO, SUITE 600",SAN ANTONIO,TX,78205,TX - San Antonio
450132,500 W 4TH STREET,ODESSA,TX,79761,TX - Odessa
450133,2200 WEST ILLINOIS AVE,MIDLAND,TX,79701,TX - Odessa
450135,1301 PENNSYLVANIA AVENUE,FORT WORTH,TX,76104,TX - Fort Worth
